Cabin Act Sorting - S4W1
,Monday,,,,,Tuesday,,,,,Wednesday,,,,,Thursday,,,,,Friday,,,,,Extra,,,,,Extra,,,,,Extra

,Description,"Use water guns with paint splash on shirts and paint ""OAK 3"" after its dry",Risk,N,,Description,Henna at hot rocks,Risk,N,,Description,,Risk,N,,Description,Wear costumes and play hide and seek,Risk,N,,Description,They want to have a watergun fight with cedar campers,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N
,Materials,"Acrylic paint, brushes, waterguns x7, paintballs?",Armory,FALSE,,Materials,"henna x6, carpets or towels?",Armory,FALSE,,Materials,"feathers, glue, face paint, stickers, beads",Armory,FALSE,,Materials,Costumes (self-collected),Armory,FALSE,,Materials,"waterguns x7, pool noodles x7",Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE
,Location,Craft Shack 1,Picnic,FALSE,,Location,Hot Rocks,Picnic,FALSE,,Location,Dining Area 1,Picnic,FALSE,,Location,Old School Play Yard,Picnic,FALSE,,Location,Field - Cedar,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE
,Notes,,Food,FALSE,,Notes,rated a 3?,Food,FALSE,,Notes,Need Brian,Food,FALSE,,Notes,Agility course also an option?,Food,FALSE,,Notes,They didn't have a location,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE
,HEROES,,,,,HEROES,,,,,HEROES,Brian,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES
O4,Activity,Giant swing and waterguns and dodgeballs,Van,FALSE,6ada662cf2bb,Activity,Build a boat,Van,FALSE,0e761636a93d,Activity,Minion Army,Van,FALSE,809d85898c4a,Activity,[Need Swim Test?] Yuba Trip Picnic,Van,FALSE,1eb9db74357d,Activity,Chair Pull into the Lake Trivia,Van,FALSE,ca49dd0ed283,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE
,Description,"Person on giant swing has watergun, people on groun have dodgeballs.",Risk,N,,Description,Building a cardboard boat for one cabin act,Risk,N,,Description,Being painted as minions and paint others potentially. Then steal the moon,Risk,N,,Description,Picnic and swimming at Yuba,Risk,N,,Description,"Lake Trivia, wrong answer get the chair pulled out from under you and you go into the lake.",Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N
,Materials,"water gun, p-cord, dodgeballs, UAD",Armory,FALSE,,Materials,"wood, twine, pine needles",Armory,FALSE,,Materials,"Skin-safe yellow paint, yoga ball (for the moon), Gru costume (self-collected), Vector costume (self-collected), as many other people to be minions",Armory,FALSE,,Materials,"Picnic supplies, picnic blanket",Armory,FALSE,,Materials,"trivia questions, long ropes, helmets",Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE
,Location,Giant Swing,Picnic,FALSE,,Location,Lake Campfire,Picnic,FALSE,,Location,Wandering,Picnic,FALSE,,Location,Offsite 1,Picnic,FALSE,,Location,Lake - Dock,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE
,Notes,2x GS facilitators,Food,FALSE,,Notes,Location can be TBD,Food,FALSE,,Notes,as many heroes as possible,Food,FALSE,,Notes,"Lifeguard and Driver, not taco salad or pizza day",Food,FALSE,,Notes,LG,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE
,HEROES,"Giants Swing 1st, Pole Course On ground",,,,HEROES,,,,,HEROES,Village Heroes,,,,HEROES,"LIFEGUARD, Driver",,,,HEROES,LIFEGUARD,,,,HEROES,,,,,HEROES,,,,,HEROES
O5,Activity,Guitar Serenade Friendship Bracelet Making,Van,FALSE,c9266a040515,Activity,Make Dessert for Camp and Become Italian/ French Chefs,Van,FALSE,04b1e4efa62e,Activity,Characters Water Guns Giant Swing,Van,FALSE,d03f0930bd18,Activity,Rope Swing into The Lake Tic Tac Toe,Van,FALSE,bed3a74f948e,Activity,Secret Pool Scuba Diving,Van,FALSE,03fa887c79c7,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE
,Description,Be Serenaded on their walk to hammock village then learn guitar skills and make friendship bracelets,Risk,N,,Description,Help the kitchen make dessert while dressed as chefs and practicing french/ italian words,Risk,N,,Description,Pick out costumes and make characters then use water guns on Giant Swing,Risk,N,,Description,,Risk,N,,Description,Look for treasure at the bottom of secret pool,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N
,Materials,"bracelet string, lanyard string, guitar",Armory,FALSE,,Materials,"Chefs costumes (self-collected), list of french/ italian words",Armory,FALSE,,Materials,"costumes (self collected), water guns",Armory,FALSE,,Materials,UAD,Armory,FALSE,,Materials,"Scuba gear, little treasures",Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE
,Location,Hammock Village,Picnic,FALSE,,Location,Kitchen,Picnic,FALSE,,Location,Giant  Swing,Picnic,FALSE,,Location,Lake - Swing,Picnic,FALSE,,Location,Secret Pool,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE
,Notes,Guitar HERO,Food,FALSE,,Notes,,Food,FALSE,,Notes,Giant Swing Facilitators,Food,FALSE,,Notes,"LG (Sonja!!), Rope Swing Hero",Food,FALSE,,Notes,"LG (Sonja), Scuba Facilitatator",Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE
,HEROES,,,,,HEROES,,,,,HEROES,"Giants Swing 1st, Pole Course On ground",,,,HEROES,"Sonja, Rope Swing, LIFEGUARD",,,,HEROES,"Sonja, LIFEGUARD",,,,HEROES,,,,,HEROES,,,,,HEROES
O6,Activity,Painting Pet Rocks,Van,FALSE,d89813a4a55c,Activity,Magnet Detection Detectives,Van,FALSE,e10f1b266b83,Activity,Scuba Diving for Painted Rocks,Van,FALSE,25e1a743c6f3,Activity,EMBERS: Glow in the Dark Rope Swing,Van,FALSE,45332d9d6796,Activity,Making Butter as 1700's People,Van,FALSE,7713b6f046ba,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE
,Description,"paint, googly eyes",Risk,N,,Description,Become detectives and investigate metal mysteries in the dining area,Risk,N,,Description,Scuba Dive for Rocks Painted in earlier CA,Risk,N,,Description,"Rope Swing into the Lake, then race in the lake",Risk,N,,Description,Making Butter to add to Bread,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N
,Materials,Painting pet rocks (to use with the Scuba Cabin Act),Armory,FALSE,,Materials,"magnet roller, magnifying glass, costumes (Self collected), fake mustaches",Armory,FALSE,,Materials,"scuba, mermaid tails, goggles",Armory,FALSE,,Materials,glowsticks,Armory,FALSE,,Materials,"churner, cream, costumes (self collected), or mason jar, salt",Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE
,Location,The Falls - Top,Picnic,FALSE,,Location,Dining Area 1,Picnic,FALSE,,Location,Secret Pool,Picnic,FALSE,,Location,Lake - Swing,Picnic,FALSE,,Location,Dining Area 2,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE
,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,"scuba hero, LG",Food,FALSE,,Notes,"LG, Rope Swing into the Lake",Food,FALSE,,Notes,not sure what bread?,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE
,HEROES,,,,,HEROES,,,,,HEROES,LIFEGUARD,,,,HEROES,"Rope Swing, LIFEGUARD",,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES
C1,Activity,Rope Swing Tic Tac Toe,Van,FALSE,2e3e644984c9,Activity,Hamsterball vs Painted Dodgeball,Van,FALSE,ae90480de24b,Activity,Fruit Ninja with katana and guillotine,Van,FALSE,32526093a15a,Activity,Scuba Picnic @ Secret Pool,Van,FALSE,4ae01e581476,Activity,Slip n Slide,Van,FALSE,039602eee661,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE
,Description,Do rope swing with the poolnoodle tic tac toe.,Risk,N,,Description,"1 person in hamsterball vs 5 persons with dodgeball, painted with washable color, 1 hose/sprinkle",Risk,N,,Description,"Play Fruit ninja with Katana, and at the end use Guilotine for the watermelon.",Risk,N,,Description,Swim test and scuba at Secret Pool,Risk,N,,Description,"Play Slip & Slide with creams, and floaties",Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N
,Materials,The poolnoodle tic tac toe,Armory,FALSE,,Materials,"2 huge hamsterball, 20 dodgeballs, washable paints of 5 colors, sprinkle, 1 Snorkling Goggle",Armory,FALSE,,Materials,"1x Guilotine, 1x Katana, 1x Blender, 1x Clean Tarp, 2x Watermelon, 1x Pineapple, 3x Apples, 3x Bananas, 1x Apple Juice Box, 1x Ladder",Armory,FALSE,,Materials,"Scuba, 6 snorkling masks",Armory,FALSE,,Materials,"Slip and Slide, Hand Soap Bottle, Huge Trash Bin, a net with small eyes to cover the trash bin, 2-way Vaccum with long handle",Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE
,Location,Lake - Swing,Picnic,FALSE,,Location,Field - Tiny,Picnic,FALSE,,Location,Field - Tiny,Picnic,FALSE,,Location,Secret Pool,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE
,Notes,"Ropeswing Faci, Lifeguard",Food,FALSE,,Notes,,Food,FALSE,,Notes,1x Katana & Guilotine Hero,Food,FALSE,,Notes,"Lifeguard, Scuba Hero",Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE
,HEROES,LIFEGUARD,,,,HEROES,,,,,HEROES,Village Heroes,,,,HEROES,LIFEGUARD,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES
C2,Activity,,Van,FALSE,545e4ed24f52,Activity,Close-eyed Giant Swing,Van,FALSE,0545b68e6def,Activity,,Van,FALSE,153f9b5f89d0,Activity,,Van,FALSE,641ebbfe8829,Activity,Chocolate Cake Making,Van,FALSE,012616e1a87c,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE
,Description,,Risk,N,,Description,Do a normal giant swing but they need to close/cover their eyes when swinging down.,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,The Best Chocolate Cake Recipe {Ever} - Add a Pinch,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N
,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,"2 cups (240 g) all-purpose flour, (spoon + level), 2 cups (396 g) sugar, 3/4 cup (63 g) unsweetened cocoa powder, 2 teaspoons (8 g) baking powder, 1 1/2 teaspoons (9 g) baking soda, 1 teaspoon (2.8 g) kosher salt, homemade or store-bought, 1 cup (227 g) milk, or buttermilk, almond, or coconut milk, 1/2 cup (99 g) vegetable oil, or canola oil, or melted coconut oil, 2 large (100 g) eggs, 2 teaspoons (9.4 g) vanilla extract, 1 cup (227. g) boiling water",Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE
,Location,,Picnic,FALSE,,Location,Giant Swing,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,Dining Area then Community Kitchen,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE
,Notes,,Food,FALSE,,Notes,2 Giant Swing Faciltitators,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE
,HEROES,Paintball  Setup,,,,HEROES,Liquid Nitrogen,,,,HEROES,"Javi, LIFEGUARD",,,,HEROES,Riflery,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES
C2,Activity,,Van,FALSE,545e4ed24f52,Activity,Close-eyed Giant Swing,Van,FALSE,0545b68e6def,Activity,,Van,FALSE,153f9b5f89d0,Activity,,Van,FALSE,641ebbfe8829,Activity,Chocolate Cake Making,Van,FALSE,012616e1a87c,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE
,Description,,Risk,N,,Description,Do a normal giant swing but they need to close/cover their eyes when swinging down.,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,The Best Chocolate Cake Recipe {Ever} - Add a Pinch,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N
,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,"2 cups (240 g) all-purpose flour, (spoon + level), 2 cups (396 g) sugar, 3/4 cup (63 g) unsweetened cocoa powder, 2 teaspoons (8 g) baking powder, 1 1/2 teaspoons (9 g) baking soda, 1 teaspoon (2.8 g) kosher salt, homemade or store-bought, 1 cup (227 g) milk, or buttermilk, almond, or coconut milk, 1/2 cup (99 g) vegetable oil, or canola oil, or melted coconut oil, 2 large (100 g) eggs, 2 teaspoons (9.4 g) vanilla extract, 1 cup (227. g) boiling water",Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE
,Location,,Picnic,FALSE,,Location,Giant Swing,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,Dining Area then Community Kitchen,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE
,Notes,,Food,FALSE,,Notes,2 Giant Swing Faciltitators,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE
,HEROES,Paintball  Setup,,,,HEROES,Liquid Nitrogen,,,,HEROES,"Javi, LIFEGUARD",,,,HEROES,Riflery,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES
C3,Activity,Angry Bird XYZ Cannon,Van,FALSE,e254e977d4a4,Activity,Airsoft Battle C3 vs C5: Carrot vs Chef,Van,FALSE,56fdc066415d,Activity,Punishable Trivia,Van,FALSE,fdae28c658a2,Activity,Slip n Slide Human bowling,Van,FALSE,42abf59458d1,Activity,Watergun fight with Oak,Van,FALSE,245776f243c5,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE
,Description,Build a fort with cardboards to protect an egg from the XYZ cannon shooting tennis balls.,Risk,N,,Description,Play hunger game with airsoft,Risk,N,,Description,James will write trivia questions and funny punishment. They will play the small wheel to decide a person will choose which trivia.,Risk,N,,Description,Slip n Slide,Risk,N,,Description,They want to have a watergun fight with cedar campers,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N
,Materials,"XYZ Cannon, 1 egg, 10x cardboard boxes, 3 rolls of masking tapes, 3 scissors",Armory,FALSE,,Materials,"12 airsoft rifles, 14 masks",Armory,FALSE,,Materials,"Spinning wheel, Trivia, 3 Paper, 1 Scissor, 1 Pen",Armory,FALSE,,Materials,"Slip n Slide, inflatable bowling pins",Armory,FALSE,,Materials,"waterguns x7, pool noodles x7",Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE
,Location,Campfire Circle,Picnic,FALSE,,Location,Back 40 1,Picnic,FALSE,,Location,Dining Area 1,Picnic,FALSE,,Location,Slip n Slide,Picnic,FALSE,,Location,Field - Cedar,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE
,Notes,XYZ Cannon Hero,Food,FALSE,,Notes,Airsoft Hero,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,They didn't have a location,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE
,HEROES,XYZ Cannon,,,,HEROES,Airsoft Setup,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES,,,,,HEROES
C4,Activity,Hunger Game Paintball C2 vs C4: Folk vs Chopstick,Van,FALSE,8e7fb416abad,Activity,Planning the Boat Racing Augusta Cup,Van,FALSE,b0313e6d04e2,Activity,Hamster Ball Wrestling with Firehose,Van,FALSE,0875d806d198,Activity,CAPP: C4 Trap Door,Van,FALSE,edd1e7b26a40,Activity,[Need Swim Test] Yuba Trip Picnic,Van,FALSE,203f0a77d5c7,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE
,Description,same as C2,Risk,N,,Description,Cabin will make a sign up board and plan for the boat race. The boat race can become a multiple-cabin cabin act or a clinic.,Risk,N,,Description,Campers wrestle on lakefied with hose and firehose,Risk,N,,Description,C4 has not yet had a trap door similar to other cabin. C4 wants to make a trap door for the cabin that they have been in for 2 years.,Risk,N,,Description,Picnic at the Yuba with floaties.,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N
,Materials,same as C2,Armory,FALSE,,Materials,"3 big papers, 2 sharpies, 4 big piece of beautiful cardboard, whiteboard, 10 colorful markers",Armory,FALSE,,Materials,6 hamsterballs (at least 2),Armory,FALSE,,Materials,Need to ask Ken and Casey,Armory,FALSE,,Materials,"6 Lifevest, Floaties (self-collected)",Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE
,Location,Back 40 1,Picnic,FALSE,,Location,Craft Shack 1,Picnic,FALSE,,Location,Field - Lake,Picnic,FALSE,,Location,Cedar 4,Picnic,FALSE,,Location,Yuba 1,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE
,Notes,same as C2,Food,FALSE,,Notes,,Food,FALSE,,Notes,Firehose Hero,Food,FALSE,,Notes,Ken & Casey,Food,FALSE,,Notes,"Driver, Lifeguard",Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE
,HEROES,,,,,HEROES,,,,,HEROES,Village Heroes,,,,HEROES,,,,,HEROES,"LIFEGUARD, Driver",,,,HEROES,,,,,HEROES,,,,,HEROES
C5,Activity,,Van,FALSE,b8c0e5fe5976,Activity,Tag on Pole Course,Van,FALSE,751e10aa93bf,Activity,Make Giant Elephant Toothpaste,Van,FALSE,c4e9003cb24f,Activity,,Van,FALSE,ef4dbf7826d3,Activity,,Van,FALSE,9b43da710d4b,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE
,Description,,Risk,N,,Description,Play tag on Pole Course.,Risk,N,,Description,Create a giant foaming reaction and add food coloring for it to look like a giant toothpaste.,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N
,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,"6 safety glasses, 1 bottle of hydrogen peroxide, 1 bottle of dish soap, red & blue food coloring, 1 plastic bottle and 1 plastic bucket, 1 tarp, measuring cups, measuring spoons, 3 cups, yeast",Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE
,Location,,Picnic,FALSE,,Location,Pole Course,Picnic,FALSE,,Location,Field - Tiny,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE
,Notes,,Food,FALSE,,Notes,"Pole Course Facilitator, L2OTG",Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE
,HEROES,LIFEGUARD,,,,HEROES,,,,,HEROES,,,,,HEROES,"Pole Course 1st, Pole Course On ground",,,,HEROES,"LIFEGUARD, Driver",,,,HEROES,,,,,HEROES,,,,,HEROES
C5,Activity,,Van,FALSE,b8c0e5fe5976,Activity,Tag on Pole Course,Van,FALSE,751e10aa93bf,Activity,Make Giant Elephant Toothpaste,Van,FALSE,c4e9003cb24f,Activity,,Van,FALSE,ef4dbf7826d3,Activity,,Van,FALSE,9b43da710d4b,Activity,,Van,FALSE,,Activity,,Van,FALSE,,Activity,,Van,FALSE
,Description,,Risk,N,,Description,Play tag on Pole Course.,Risk,N,,Description,Create a giant foaming reaction and add food coloring for it to look like a giant toothpaste.,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N,,Description,,Risk,N
,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,"6 safety glasses, 1 bottle of hydrogen peroxide, 1 bottle of dish soap, red & blue food coloring, 1 plastic bottle and 1 plastic bucket, 1 tarp, measuring cups, measuring spoons, 3 cups, yeast",Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE,,Materials,,Armory,FALSE
,Location,,Picnic,FALSE,,Location,Pole Course,Picnic,FALSE,,Location,Field - Tiny,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE,,Location,,Picnic,FALSE
,Notes,,Food,FALSE,,Notes,"Pole Course Facilitator, L2OTG",Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE,,Notes,,Food,FALSE
,HEROES,LIFEGUARD,,,,HEROES,,,,,HEROES,,,,,HEROES,"Pole Course 1st, Pole Course On ground",,,,HEROES,"LIFEGUARD, Driver",,,,HEROES,,,,,HEROES,,,,,HEROES
